Name,ID,Has Block,Mod,Class,Display Name
TConstruct:pickaxeHead,4634,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Pickaxe Head
TConstruct:shovelHead,4635,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Shovel Head
TConstruct:hatchetHead,4636,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Axe Head
TConstruct:binding,4637,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Binding
TConstruct:toughBinding,4638,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Tough Binding
TConstruct:toughRod,4639,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Tough Rod
TConstruct:heavyPlate,4640,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Large Plate
TConstruct:swordBlade,4641,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Sword Blade
TConstruct:wideGuard,4642,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Wide Guard
TConstruct:handGuard,4643,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Hand Guard
TConstruct:crossbar,4644,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Crossbar
TConstruct:knifeBlade,4645,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Knife Blade
TConstruct:fullGuard,4646,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Full Guard
TConstruct:frypanHead,4647,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Pan
TConstruct:signHead,4648,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Sign Head
TConstruct:chiselHead,4649,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Chisel Head
TConstruct:scytheBlade,4650,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Scythe Head
TConstruct:broadAxeHead,4651,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Broad Axe Head
TConstruct:excavatorHead,4652,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Excavator Head
TConstruct:largeSwordBlade,4653,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Large Sword Blade
TConstruct:hammerHead,4654,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Hammer Head
TConstruct:creativeModifier,4655,false,TConstruct,tconstruct.tools.items.CreativeModifier,Creative Tool Modifier
TConstruct:buckets,4656,false,TConstruct,tconstruct.smeltery.items.FilledBucket,Molten Iron Bucket
TConstruct:metalPattern,4657,false,TConstruct,tconstruct.smeltery.items.MetalPattern,Ingot Cast
TConstruct:clayPattern,4658,false,TConstruct,tconstruct.smeltery.items.ClayPattern,Ingot Clay Cast
TConstruct:diamondApple,4659,false,TConstruct,tconstruct.armor.items.DiamondApple,Jeweled Apple
TConstruct:jerky,4660,false,TConstruct,tconstruct.armor.items.Jerky,Beef Jerky
TConstruct:heartCanister,4661,false,TConstruct,tconstruct.armor.items.HeartCanister,Empty Canister
TConstruct:knapsack,4662,false,TConstruct,tconstruct.armor.items.Knapsack,Knapsack
TConstruct:helmetWood,4663,false,TConstruct,tconstruct.armor.items.ArmorBasic,Wooden Helmet
TConstruct:chestplateWood,4664,false,TConstruct,tconstruct.armor.items.ArmorBasic,Wooden Chestplate
TConstruct:leggingsWood,4665,false,TConstruct,tconstruct.armor.items.ArmorBasic,Wooden Leggings
TConstruct:bootsWood,4666,false,TConstruct,tconstruct.armor.items.ArmorBasic,Wooden Boots
TConstruct:travelGoggles,4667,false,TConstruct,tconstruct.armor.items.TravelGear,Traveller's Goggles
TConstruct:travelVest,4668,false,TConstruct,tconstruct.armor.items.TravelGear,Traveller's Vest
TConstruct:travelWings,4669,false,TConstruct,tconstruct.armor.items.TravelWings,Traveller's Wings
TConstruct:travelBoots,4670,false,TConstruct,tconstruct.armor.items.TravelGear,Traveller's Boots
TConstruct:travelGlove,4671,false,TConstruct,tconstruct.armor.items.TravelGlove,Traveller's Gloves
TConstruct:travelBelt,4672,false,TConstruct,tconstruct.armor.items.TravelBelt,Traveller's Belt
TConstruct:bowstring,4673,false,TConstruct,tconstruct.tools.items.Bowstring,Bowstring
TConstruct:arrowhead,4674,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Arrowhead
TConstruct:fletching,4675,false,TConstruct,tconstruct.tools.items.Fletching,Feather Fletching
TConstruct:ShurikenPart,4676,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Shuriken
TConstruct:BowLimbPart,4677,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Bow Limb
TConstruct:CrossbowLimbPart,4678,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Crossbow Limb
TConstruct:CrossbowBodyPart,4679,false,TConstruct,tconstruct.library.tools.DynamicToolPart,Wooden Crossbow Body
TConstruct:BoltPart,4680,false,TConstruct,tconstruct.library.tools.DualMaterialToolPart,Wooden Bolt
TConstruct:Shuriken,4681,false,TConstruct,tconstruct.weaponry.weapons.Shuriken,Tool / Weapon
TConstruct:ThrowingKnife,4682,false,TConstruct,tconstruct.weaponry.weapons.ThrowingKnife,Tool / Weapon
TConstruct:Javelin,4683,false,TConstruct,tconstruct.weaponry.weapons.Javelin,Tool / Weapon
TConstruct:ShortBow,4684,false,TConstruct,tconstruct.weaponry.weapons.ShortBow,Tool / Weapon
TConstruct:LongBow,4685,false,TConstruct,tconstruct.weaponry.weapons.LongBow,Tool / Weapon
TConstruct:Crossbow,4686,false,TConstruct,tconstruct.weaponry.weapons.Crossbow,Tool / Weapon
TConstruct:ArrowAmmo,4687,false,TConstruct,tconstruct.weaponry.ammo.ArrowAmmo,Tool / Weapon
TConstruct:BoltAmmo,4688,false,TConstruct,tconstruct.weaponry.ammo.BoltAmmo,Tool / Weapon
TConstruct:Pattern,4689,false,TConstruct,tconstruct.weaponry.items.WeaponryPattern,Shuriken Pattern
TConstruct:Cast,4690,false,TConstruct,tconstruct.weaponry.items.WeaponryPattern,Shuriken Cast
TConstruct:Clay Cast,4691,false,TConstruct,tconstruct.weaponry.items.WeaponryPatternClay,item.tconstruct.ClayPattern..name
TConstruct:GlassArrows,4692,false,TConstruct,tconstruct.weaponry.items.GlassArrows,Glass Arrows
TConstruct:Boneana,4693,false,TConstruct,tconstruct.weaponry.items.Boneana,Broadsword
TConstruct:slimesling,4694,false,TConstruct,tconstruct.gadgets.item.ItemSlimeSling,Slimesling
TConstruct:slime_boots,4695,false,TConstruct,tconstruct.gadgets.item.ItemSlimeBoots,Slime Boots
TConstruct:gearCast,4696,false,TConstruct,tconstruct.plugins.gears.GearCast,Gear Cast
GalacticraftCore:item.bucketOil,4697,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBucketGC,Oil Bucket
GalacticraftCore:item.bucketFuel,4698,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBucketGC,Fuel Bucket
GalacticraftCore:item.spaceship,4699,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemTier1Rocket,Tier 1 Rocket
GalacticraftCore:item.oxygenMask,4700,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOxygenMask,Oxygen Mask
GalacticraftCore:item.oxygenGear,4701,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOxygenGear,Oxygen Gear
GalacticraftCore:item.oxygenTankLightFull,4702,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOxygenTank,Light Oxygen Tank
GalacticraftCore:item.oxygenTankMedFull,4703,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOxygenTank,Medium Oxygen Tank
GalacticraftCore:item.oxygenTankHeavyFull,4704,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOxygenTank,Heavy Oxygen Tank
GalacticraftCore:item.oxygenTankSuperHeavyFull,4705,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOxygenTank,Super Heavy Oxygen Tank
GalacticraftCore:item.oxygenTankUltraHeavyFull,4706,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOxygenTank,Ultra Heavy Oxygen Tank
GalacticraftCore:item.sensorLens,4707,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Sensor Lens
GalacticraftCore:item.sensorGlasses,4708,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemSensorGlasses,Sensor Glasses
GalacticraftCore:item.steel_pickaxe,4709,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemPickaxeGC,Heavy Duty Pickaxe
GalacticraftCore:item.steel_axe,4710,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemAxeGC,Heavy Duty Axe
GalacticraftCore:item.steel_hoe,4711,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemHoeGC,Heavy Duty Hoe
GalacticraftCore:item.steel_shovel,4712,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemSpadeGC,Heavy Duty Shovel
GalacticraftCore:item.steel_sword,4713,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemSwordGC,Heavy Duty Sword
GalacticraftCore:item.steel_helmet,4714,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemArmorGC,Heavy Duty Helmet
GalacticraftCore:item.steel_chestplate,4715,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemArmorGC,Heavy Duty Chestplate
GalacticraftCore:item.steel_leggings,4716,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemArmorGC,Heavy Duty Leggings
GalacticraftCore:item.steel_boots,4717,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemArmorGC,Heavy Duty Boots
GalacticraftCore:item.canister,4718,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemCanister,Tin Canister
GalacticraftCore:item.airVent,4719,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Oxygen Vent
GalacticraftCore:item.airFan,4720,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Oxygen Fan
GalacticraftCore:item.oxygenConcentrator,4721,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Oxygen Concentrator
GalacticraftCore:item.engine,4722,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemRocketEngineGC,Tier 1 Rocket Engine
GalacticraftCore:item.heavyPlating,4723,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Heavy Duty Plate
GalacticraftCore:item.noseCone,4724,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Nose Cone
GalacticraftCore:item.rocketFins,4725,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Rocket Fins
GalacticraftCore:item.steelPole,4726,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Steel Pole
GalacticraftCore:item.canvas,4727,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBase,Canvas
GalacticraftCore:item.oilCanisterPartial,4728,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOilCanister,Partially Filled Oil Canister
GalacticraftCore:item.fuelCanisterPartial,4729,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemFuelCanister,Partially Filled Fuel Canister
GalacticraftCore:item.oilExtractor,4730,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemOilExtractor,Portable Oil Extractor
GalacticraftCore:item.schematic,4731,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemSchematic,NASA Workbench Schematic
GalacticraftCore:item.key,4732,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemKey,Tier 1 Dungeon Key
GalacticraftCore:item.buggymat,4733,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBuggyMaterial,Buggy Wheel
GalacticraftCore:item.buggy,4734,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBuggy,Buggy
GalacticraftCore:item.basicItem,4735,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBasic,Single Solar Module
GalacticraftCore:item.battery,4736,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBattery,Battery
GalacticraftCore:item.infiniteBattery,4737,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemBatteryInfinite,Infinite Battery
GalacticraftCore:item.infiniteOxygen,4738,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemCanisterOxygenInfinite,Infinite Oxygen Supply
GalacticraftCore:item.null,4739,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemMeteorChunk,Throwable Meteor Chunk
GalacticraftCore:item.standardWrench,4740,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemUniversalWrench,Standard Wrench
GalacticraftCore:item.cheeseCurd,4741,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemCheese,Cheese Curd
GalacticraftCore:item.meteoricIronRaw,4742,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemMeteoricIron,Raw Meteoric Iron
GalacticraftCore:item.meteoricIronIngot,4743,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemMoon,Meteoric Iron Ingot
GalacticraftCore:item.flag,4744,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemFlag,Flag
GalacticraftCore:item.parachute,4745,false,GalacticraftCore,micdoodle8.mods.galacticraft.core.items.ItemParaChute,Parachute
GalacticraftMars:item.grapple,4746,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemGrappleHook,Grapple
GalacticraftMars:item.itemTier3Rocket,4747,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemTier3Rocket,Tier 3 Rocket
GalacticraftMars:item.itemAstroMiner,4748,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemAstroMiner,Astro Miner
GalacticraftMars:item.thermalPadding,4749,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemThermalPadding,Thermal Padding Helm
GalacticraftMars:item.itemBasicAsteroids,4750,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemBasicAsteroids,Heavy Duty Plate
GalacticraftMars:item.methaneCanisterPartial,4751,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemCanisterMethane,Methane Gas Canister
GalacticraftMars:item.canisterPartialLOX,4752,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemCanisterLiquidOxygen,Canister of Liquid Oxygen
GalacticraftMars:item.canisterPartialLN2,4753,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemCanisterLiquidNitrogen,Canister of Liquid Nitrogen
GalacticraftMars:item.atmosphericValve,4754,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemAtmosphericValve,Atmospheric Valve
GalacticraftMars:item.heavyNoseCone,4755,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemHeavyNoseCone,Heavy Nose Cone
GalacticraftMars:item.orionDrive,4756,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemOrionDrive,Orion Drive
GalacticraftMars:item.titanium_helmet,4757,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemArmorAsteroids,Titanium Helmet
GalacticraftMars:item.titanium_chestplate,4758,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemArmorAsteroids,Titanium Chestplate
GalacticraftMars:item.titanium_leggings,4759,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemArmorAsteroids,Titanium Leggings
GalacticraftMars:item.titanium_boots,4760,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemArmorAsteroids,Titanium Boots
GalacticraftMars:item.titanium_axe,4761,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemAxeAsteroids,Titanium Axe
GalacticraftMars:item.titanium_pickaxe,4762,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemPickaxeAsteroids,Titanium Pickaxe
GalacticraftMars:item.titanium_shovel,4763,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemSpadeAsteroids,Titanium Shovel
GalacticraftMars:item.titanium_hoe,4764,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemHoeAsteroids,Titanium Hoe
GalacticraftMars:item.titanium_sword,4765,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.asteroids.items.ItemSwordAsteroids,Titanium Sword
GalacticraftMars:item.bucketSludge,4766,false,GalacticraftMars,micdoodle8.mods.galacticraft.core.items.ItemBucketGC,Bacterial Sludge Bucket
GalacticraftMars:item.carbonFragments,4767,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemCarbonFragments,Fragmented Carbon
GalacticraftMars:item.null,4768,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemBasicMars,Unrefined Desh
GalacticraftMars:item.deshPick,4769,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemPickaxeMars,Desh Pickaxe
GalacticraftMars:item.deshPickSlime,4770,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemPickaxeStickyMars,Sticky Desh Pickaxe
GalacticraftMars:item.deshAxe,4771,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemAxeMars,Desh Axe
GalacticraftMars:item.deshHoe,4772,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemHoeMars,Desh Hoe
GalacticraftMars:item.deshSpade,4773,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemSpadeMars,Desh Shovel
GalacticraftMars:item.deshSword,4774,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemSwordMars,Desh Sword
GalacticraftMars:item.deshHelmet,4775,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemArmorMars,Desh Helmet
GalacticraftMars:item.deshChestplate,4776,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemArmorMars,Desh Chestplate
GalacticraftMars:item.deshLeggings,4777,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemArmorMars,Desh Leggings
GalacticraftMars:item.deshBoots,4778,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemArmorMars,Desh Boots
GalacticraftMars:item.spaceshipTier2,4779,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemTier2Rocket,Tier 2 Rocket
GalacticraftMars:item.key,4780,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemKeyMars,Tier 2 Dungeon Key
GalacticraftMars:item.schematic,4781,false,GalacticraftMars,micdoodle8.mods.galacticraft.planets.mars.items.ItemSchematicTier2,NASA Workbench Schematic
Natura:redwoodDoorItem,4782,false,Natura,mods.natura.items.blocks.NDoorItem,Redwood Door
Natura:barleyFood,4783,false,Natura,mods.natura.items.PlantItem,Barley
Natura:waterdrop,4784,false,Natura,mods.natura.items.CactusJuice,Cactus Juice
Natura:wheatBag,4785,false,Natura,mods.natura.items.SeedBag,Wheat Seed Bag
Natura:barleyBag,4786,false,Natura,mods.natura.items.SeedBag,Barley Seed Bag
Natura:potatoBag,4787,false,Natura,mods.natura.items.SeedBag,Potato Bag
Natura:carrotBag,4788,false,Natura,mods.natura.items.SeedBag,Carrot Bag
Natura:cottonBag,4789,false,Natura,mods.natura.items.SeedBag,Cotton Seed Bag
Natura:wartBag,4790,false,Natura,mods.natura.items.SeedBag,Nether Wart Bag
Natura:boneBag,4791,false,Natura,mods.natura.items.BoneBag,Bonemeal Bag
Natura:barley.seed,4792,false,Natura,mods.natura.items.NaturaSeeds,Barley Seeds
Natura:saguaro.fruit,4793,false,Natura,mods.natura.items.SeedFood,Saguaro Fruit
Natura:berry,4794,false,Natura,mods.natura.items.BerryItem,Raspberry
Natura:berry.nether,4795,false,Natura,mods.natura.items.NetherBerryItem,Blightberry
Natura:berryMedley,4796,false,Natura,mods.natura.items.BerryMedley,Berry Medley
Natura:Natura.netherfood,4797,false,Natura,mods.natura.items.NetherFoodItem,Potash Apple
Natura:natura.stewbowl,4798,false,Natura,mods.natura.items.BowlStew,Mushroom Stew
Natura:natura.emptybowl,4799,false,Natura,mods.natura.items.BowlEmpty,Bowl
Natura:natura.flintandblaze,4800,false,Natura,mods.natura.items.tools.FlintAndBlaze,Flint and Blaze
Natura:impmeat,4801,false,Natura,mods.natura.items.ImpMeat,Raw Imphide
Natura:natura.armor.imphelmet,4802,false,Natura,mods.natura.items.tools.NaturaArmor,Impskin Helmet
Natura:natura.armor.impjerkin,4803,false,Natura,mods.natura.items.tools.NaturaArmor,Impskin Jerkin
Natura:natura.armor.impleggings,4804,false,Natura,mods.natura.items.tools.NaturaArmor,Impskin Leggings
Natura:natura.armor.impboots,4805,false,Natura,mods.natura.items.tools.NaturaArmor,Impskin Boots
Natura:natura.stick,4806,false,Natura,mods.natura.items.StickItem,Stick
Natura:natura.sword.ghostwood,4807,false,Natura,mods.natura.items.tools.NaturaSword,Ghostwood Sword
Natura:natura.pickaxe.ghostwood,4808,false,Natura,mods.natura.items.tools.NaturaPickaxe,Ghostwood Pickaxe
Natura:natura.shovel.ghostwood,4809,false,Natura,mods.natura.items.tools.NaturaShovel,Ghostwood Shovel
Natura:natura.axe.ghostwood,4810,false,Natura,mods.natura.items.tools.NaturaHatchet,Ghostwood Hatchet
Natura:natura.kama.ghostwood,4811,false,Natura,mods.natura.items.tools.NaturaKama,Ghostwood Kama
Natura:natura.bow.ghostwood,4812,false,Natura,mods.natura.items.tools.NaturaBow,Ghostwood Bow
Natura:natura.sword.bloodwood,4813,false,Natura,mods.natura.items.tools.NaturaSword,Bloodwood Sword
Natura:natura.pickaxe.bloodwood,4814,false,Natura,mods.natura.items.tools.NaturaPickaxe,Bloodwood Pickaxe
Natura:natura.shovel.bloodwood,4815,false,Natura,mods.natura.items.tools.NaturaShovel,Bloodwood Shovel
Natura:natura.axe.bloodwood,4816,false,Natura,mods.natura.items.tools.NaturaHatchet,Bloodwood Hatchet
Natura:natura.kama.bloodwood,4817,false,Natura,mods.natura.items.tools.NaturaKama,Bloodwood Kama
Natura:natura.bow.bloodwood,4818,false,Natura,mods.natura.items.tools.NaturaBow,Bloodwood Bow
Natura:natura.sword.darkwood,4819,false,Natura,mods.natura.items.tools.NaturaSword,Darkwood Sword
Natura:natura.pickaxe.darkwood,4820,false,Natura,mods.natura.items.tools.NaturaPickaxe,Darkwood Pickaxe
Natura:natura.shovel.darkwood,4821,false,Natura,mods.natura.items.tools.NaturaShovel,Darkwood Shovel
Natura:natura.axe.darkwood,4822,false,Natura,mods.natura.items.tools.NaturaHatchet,Darkwood Hatchet
Natura:natura.kama.darkwood,4823,false,Natura,mods.natura.items.tools.NaturaKama,Darkwood Kama
Natura:natura.bow.darkwood,4824,false,Natura,mods.natura.items.tools.NaturaBow,Darkwood Bow
Natura:natura.sword.fusewood,4825,false,Natura,mods.natura.items.tools.NaturaSword,Fusewood Sword
Natura:natura.pickaxe.fusewood,4826,false,Natura,mods.natura.items.tools.NaturaPickaxe,Fusewood Pickaxe
Natura:natura.shovel.fusewood,4827,false,Natura,mods.natura.items.tools.NaturaShovel,Fusewood Shovel
Natura:natura.axe.fusewood,4828,false,Natura,mods.natura.items.tools.NaturaHatchet,Fusewood Hatchet
Natura:natura.kama.fusewood,4829,false,Natura,mods.natura.items.tools.NaturaKama,Fusewood Kama
Natura:natura.bow.fusewood,4830,false,Natura,mods.natura.items.tools.NaturaBow,Fusewood Bow
Natura:natura.sword.netherquartz,4831,false,Natura,mods.natura.items.tools.NaturaSword,Quartz Sword
Natura:natura.pickaxe.netherquartz,4832,false,Natura,mods.natura.items.tools.NaturaPickaxe,Quartz Pickaxe
Natura:natura.shovel.netherquartz,4833,false,Natura,mods.natura.items.tools.NaturaShovel,Quartz Shovel
Natura:natura.axe.netherquartz,4834,false,Natura,mods.natura.items.tools.NaturaHatchet,Quartz Hatchet
Natura:natura.kama.netherquartz,4835,false,Natura,mods.natura.items.tools.NaturaKama,Quartz Kama
Natura:natura.spawnegg,4836,false,Natura,mods.natura.items.SpawnEgg,Spawn Imp
BiomesOPlenty:food,4837,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPFood,Berry
BiomesOPlenty:turnipSeeds,4838,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPSeeds,Turnip Seeds
BiomesOPlenty:misc,4839,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPMisc,Mud Brick
BiomesOPlenty:gems,4840,false,BiomesOPlenty,biomesoplenty.common.items.ItemGems,Ender Amethyst
BiomesOPlenty:mudball,4841,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPMudball,Mud Ball
BiomesOPlenty:jarEmpty,4842,false,BiomesOPlenty,biomesoplenty.common.items.ItemJarEmpty,Empty Jar
BiomesOPlenty:jarFilled,4843,false,BiomesOPlenty,biomesoplenty.common.items.ItemJarFilled,Honey Jar
BiomesOPlenty:dartBlower,4844,false,BiomesOPlenty,biomesoplenty.common.items.ItemDartBlower,Dart Blower
BiomesOPlenty:dart,4845,false,BiomesOPlenty,biomesoplenty.common.items.ItemDart,Dart
BiomesOPlenty:ancientStaff,4846,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPAncientStaff,Ancient Staff
BiomesOPlenty:enderporter,4847,false,BiomesOPlenty,biomesoplenty.common.items.ItemEnderporter,Enderporter
BiomesOPlenty:bopBucket,4848,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPBucket,item.bucket.name
BiomesOPlenty:record_wanderer,4849,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPRecord,Music Disc
BiomesOPlenty:record_corruption,4850,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPRecord,Music Disc
BiomesOPlenty:biomeFinder,4851,false,BiomesOPlenty,biomesoplenty.common.items.ItemBiomeFinder,Biome Radar
BiomesOPlenty:biomeEssence,4852,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPBiomeEssence,Biome Essence
BiomesOPlenty:swordMud,4853,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPSword,Muddy Sword
BiomesOPlenty:shovelMud,4854,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPSpade,Muddy Shovel
BiomesOPlenty:pickaxeMud,4855,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPPickaxe,Muddy Pickaxe
BiomesOPlenty:axeMud,4856,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPAxe,Muddy Axe
BiomesOPlenty:hoeMud,4857,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPHoe,Muddy Hoe
BiomesOPlenty:swordAmethyst,4858,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPSword,Amethyst Sword
BiomesOPlenty:shovelAmethyst,4859,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPSpade,Amethyst Shovel
BiomesOPlenty:pickaxeAmethyst,4860,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPPickaxe,Amethyst Pickaxe
BiomesOPlenty:axeAmethyst,4861,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPAxe,Amethyst Axe
BiomesOPlenty:hoeAmethyst,4862,false,BiomesOPlenty,biomesoplenty.common.items.ItemBOPHoe,Amethyst Hoe
